,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,id,retweet_count,favorite_count,tweet_id,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
17,888804989199671297,nan,nan,2017-07-22 16:56:37,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",10.0,10.0,Zeke,,8.888049891996713e+17,4559.0,26080.0,6.661041332886651e+17,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,1.0,Hen,0.965932,False,Cock,0.0339194,False,Partridge,5.20658e-05,False
18,888554962724278272,nan,nan,2017-07-22 00:23:06,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",10.0,10.0,Ralphus,,8.885549627242783e+17,3732.0,20290.0,6.662689108036444e+17,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,1.0,Desktop_Computer,0.086502,False,Desk,0.0855474,False,Bookcase,0.0794797,False
19,,,,,,,,,,,,8.880784344585871e+17,3653.0,22201.0,6.66273097616638e+17,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1.0,Italian_Greyhound,0.176053,True,Toy_Terrier,0.111884,True,Basenji,0.111152,True
20,888078434458587136,nan,nan,2017-07-20 16:49:33,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",10.0,10.0,Gerald,,8.877052893818266e+17,5609.0,30779.0,6.662874062246953e+17,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,1.0,Maltese_Dog,0.8575309999999999,True,Toy_Poodle,0.0630638,True,Miniature_Poodle,0.0255806,True
21,887705289381826560,nan,nan,2017-07-19 16:06:48,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,10.0,10.0,Jeffrey,,8.875171391580938e+17,12082.0,46959.0,6.662939116321341e+17,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,1.0,Three-Toed_Sloth,0.914671,False,Otter,0.01525,False,Great_Grey_Owl,0.0132072,False
22,887517139158093824,nan,nan,2017-07-19 03:39:09,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,10.0,10.0,None,,8.874739571039519e+17,18781.0,69871.0,6.663378823035249e+17,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,1.0,Ox,0.416669,False,Newfoundland,0.278407,True,Groenendael,0.102643,True
23,887473957103951883,nan,nan,2017-07-19 00:47:34,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",10.0,10.0,Canela,,8.873432170453688e+17,10737.0,34222.0,6.663454175762104e+17,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1.0,Golden_Retriever,0.8587440000000001,True,Chesapeake_Bay_Retriever,0.0547868,True,Labrador_Retriever,0.0142409,True
24,887343217045368832,nan,nan,2017-07-18 16:08:03,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://twitter.com/dog_rates/status/887343217045368832/video/1,10.0,10.0,None,,8.871013928040858e+17,6167.0,31061.0,6.663532884561019e+17,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1.0,Malamute,0.33687399999999995,True,Siberian_Husky,0.147655,True,Eskimo_Dog,0.0934124,True
25,887101392804085760,nan,nan,2017-07-18 00:07:08,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,10.0,10.0,None,,8.869832335225446e+17,8084.0,35859.0,6.663627589092844e+17,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,1.0,Guinea_Pig,0.996496,False,Skunk,0.00240245,False,Hamster,0.0004608630000000001,False
26,886983233522544640,nan,nan,2017-07-17 16:17:36,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",10.0,10.0,Maya,,8.867368805193196e+17,3443.0,12306.0,6.663737537445888e+17,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,1.0,Soft-Coated_Wheaten_Terrier,0.326467,True,Afghan_Hound,0.25955100000000003,True,Briard,0.206803,True
27,886736880519319552,nan,nan,2017-07-16 23:58:41,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",10.0,10.0,Mingus,,8.866803364779336e+17,4610.0,22798.0,6.663962473732915e+17,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1.0,Chihuahua,0.978108,True,Toy_Terrier,0.00939697,True,Papillon,0.00457681,True
28,886680336477933568,nan,nan,2017-07-16 20:14:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,10.0,10.0,Derek,,8.863661447344456e+17,3316.0,21524.0,6.664071268567654e+17,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1.0,Black-And-Tan_Coonhound,0.529139,True,Bloodhound,0.24422,True,Flat-Coated_Retriever,0.17381,True
29,886366144734445568,nan,nan,2017-07-15 23:25:31,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",10.0,10.0,Roscoe,pupper,8.862670092850176e+17,4.0,117.0,6.664115075514819e+17,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,1.0,Coho,0.40464,False,Barracouta,0.271485,False,Gar,0.189945,False
30,,,,,,,,,,,,8.862583841518879e+17,6523.0,28469.0,6.664187895133266e+17,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1.0,Toy_Terrier,0.14968,True,Papillon,0.148258,True,Chihuahua,0.14286,True
31,886258384151887873,nan,nan,2017-07-15 16:17:19,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,10.0,10.0,Waffles,,8.860541600590725e+17,108.0,0.0,6.664211583765627e+17,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1.0,Blenheim_Spaniel,0.906777,True,Cocker_Spaniel,0.0903464,True,Shih-Tzu,0.00111687,True
32,,,,,,,,,,,,8.859848000199475e+17,7097.0,33382.0,6.664282763494728e+17,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1.0,Pembroke,0.371361,True,Chow,0.249394,True,Pomeranian,0.241878,True
33,885984800019947520,nan,nan,2017-07-14 22:10:11,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,10.0,10.0,Jimbo,,8.855289432054702e+17,6683.0,36689.0,6.664307244263588e+17,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,1.0,Llama,0.505184,False,Irish_Terrier,0.104109,True,Dingo,0.0620712,False
34,885528943205470208,nan,nan,2017-07-13 15:58:47,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,10.0,10.0,Maisey,,8.855189715287204e+17,3899.0,20788.0,6.664356523854234e+17,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1.0,Chesapeake_Bay_Retriever,0.18413,True,Chain_Saw,0.056775300000000015,False,Power_Drill,0.0367634,False
35,885518971528720385,nan,nan,2017-07-13 15:19:09,Twitter for iPhone,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,https://twitter.com/4bonds2carbon/status/885517367337512960,10.0,10.0,None,,8.853115929126093e+17,19297.0,0.0,6.664372731399823e+17,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,1.0,Chihuahua,0.6718529999999999,True,Beagle,0.12468,True,Saluki,0.044094199999999986,True
36,,,,,,,,,,,,8.851676198836388e+17,4556.0,22367.0,6.664473444104847e+17,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,1.0,Curly-Coated_Retriever,0.32208400000000004,True,Giant_Schnauzer,0.287955,True,Labrador_Retriever,0.166331,True
37,885167619883638784,nan,nan,2017-07-12 16:03:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",10.0,10.0,None,,8.849255217417093e+17,16439.0,68152.0,6.664547143771832e+17,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,1.0,Dalmatian,0.278954,True,Labrador_Retriever,0.237612,True,Great_Pyrenees,0.171106,True
38,884925521741709313,nan,nan,2017-07-12 00:01:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,10.0,10.0,Earl,,8.848767533904896e+17,6096.0,28514.0,6.666448231647191e+17,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1.0,Ibizan_Hound,0.0443334,True,Pembroke,0.0432093,True,West_Highland_White_Terrier,0.0389056,True
39,884876753390489601,nan,nan,2017-07-11 20:47:12,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",10.0,10.0,Lola,,8.845628921456886e+17,5100.0,24765.0,6.666494823150592e+17,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,1.0,Border_Collie,0.447803,True,English_Springer,0.170497,True,Collie,0.139206,True
40,884562892145688576,nan,nan,2017-07-11 00:00:02,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,10.0,10.0,Kevin,,8.844418053827174e+17,5856.0,27478.0,6.666914187071324e+17,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1.0,German_Shepherd,0.975401,True,Beagle,0.00868727,True,Bloodhound,0.00539404,True
41,884441805382717440,nan,nan,2017-07-10 15:58:53,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://twitter.com/dog_rates/status/884441805382717440/photo/1,10.0,10.0,None,,8.842478788514939e+17,21298.0,74423.0,6.667011682283315e+17,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1.0,Labrador_Retriever,0.887707,True,Chihuahua,0.029307,True,French_Bulldog,0.0207563,True
42,884247878851493888,nan,nan,2017-07-10 03:08:17,Twitter for iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,https://twitter.com/kaijohnson_19/status/883965650754039809,10.0,10.0,None,,8.841626705843773e+17,3128.0,20771.0,6.667393272930836e+17,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1.0,Miniature_Poodle,0.546933,True,Cocker_Spaniel,0.165255,True,Toy_Poodle,0.0959589,True
43,884162670584377345,nan,nan,2017-07-09 21:29:42,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,10.0,10.0,Yogi,doggo,8.838381229366313e+17,3586.0,22349.0,6.667769084876308e+17,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1.0,Seat_Belt,0.375057,False,Miniature_Pinscher,0.167175,True,Chihuahua,0.0869506,True
44,883838122936631299,nan,nan,2017-07-09 00:00:04,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,10.0,10.0,Noah,,8.834828469330043e+17,10407.0,46860.0,6.667817922554962e+17,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1.0,Italian_Greyhound,0.618316,True,Weimaraner,0.151363,True,Vizsla,0.08598910000000001,True
45,883482846933004288,nan,nan,2017-07-08 00:28:19,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",10.0,10.0,Bella,,8.833606908992184e+17,3825.0,22986.0,6.667860682058711e+17,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1.0,Snail,0.999888,False,Slug,5.51417e-05,False,Acorn,2.6258e-05,False
46,883360690899218434,nan,nan,2017-07-07 16:22:55,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,10.0,10.0,Grizzwald,floofer,8.831178360460861e+17,6949.0,37914.0,6.668043649887805e+17,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1.0,English_Setter,0.32879200000000003,True,Brittany_Spaniel,0.283545,True,Ibizan_Hound,0.0574615,True
47,883117836046086144,nan,nan,2017-07-07 00:17:54,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",10.0,10.0,None,,8.829920803642204e+17,4122.0,24445.0,6.668178363340964e+17,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1.0,Miniature_Schnauzer,0.496953,True,Standard_Schnauzer,0.28527600000000003,True,Giant_Schnauzer,0.07376369999999999,True
48,882992080364220416,nan,nan,2017-07-06 15:58:11,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",10.0,10.0,Rusty,,8.827626945117348e+17,5134.0,28903.0,6.668267801798697e+17,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1.0,Maltese_Dog,0.359383,True,Teddy,0.148759,False,West_Highland_White_Terrier,0.106007,True
49,882762694511734784,nan,nan,2017-07-06 00:46:41,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,10.0,10.0,Gus,pupper,8.826272703216026e+17,6342.0,28382.0,6.668350077685514e+17,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1.0,Airedale,0.448459,True,Toy_Poodle,0.12403,True,Teddy,0.110183,False
50,882627270321602560,nan,nan,2017-07-05 15:48:34,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,10.0,10.0,Stanley,,8.822681101993697e+17,12118.0,45880.0,6.668370284499722e+17,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1.0,Triceratops,0.442113,False,Armadillo,0.114071,False,Common_Iguana,0.0432553,False
